original_query,product_description,subset,comments,summary,avg_score
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,03,"['title: Love this product \ntext: It was a favorite among old and young at my 1 year olds birthday! The material is a velvet quality and I will buy this again', 'title: Comfy, durable, cute \ntext: I purchased these headband ears to use in a project. They’re very comfortable - so much so that I forgot I was wearing a set. Since I’m altering them for my own use, I have no complaints about their appearance; however, if I were using them as is, I would say the female ears look a little cheap. With a little effort I was able to pull the bows off and add my own.Overall, the value and quality of these headbands are good and I might purchase more in the future.']","The headband ears are described as very comfortable, to the extent that the user forgot they were wearing them. This indicates a high level of comfort, which is a positive aspect of the product's design and usability [0]. [0] is not related to the query.",5.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,04,"['title: Love this product \ntext: It was a favorite among old and young at my 1 year olds birthday! The material is a velvet quality and I will buy this again', 'title: Great Product \ntext: great product came in time and good quality.  Most of all the kids loved it.']",[0] is not related to the query. [1] is not related to the query.,0.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,05,"['title: Love this product \ntext: It was a favorite among old and young at my 1 year olds birthday! The material is a velvet quality and I will buy this again', 'title: Adorable for adults or kids! \ntext: This is the best product. They are very stretchy and comfortable for adults. We wore them for hours with no discomfort. They are adorable.']","The product is described as very stretchy and comfortable, suitable for adults who wore them for hours without experiencing any discomfort [0]. [0] is not related to the query.",5.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,06,"['title: Love this product \ntext: It was a favorite among old and young at my 1 year olds birthday! The material is a velvet quality and I will buy this again', ""title: Worth it and look amazing \ntext: They were super cheap which make me though this was not going to be a good product but I ended up liking them way more than expected. They are super confortable and have some kind of padding that prevents me from the head aches that usually get when I wear things like this one. I wore it the entire party and didn't even feel them.""]","The product was initially perceived as low-quality due to its cheap price, but it exceeded expectations in terms of comfort. It features padding that prevents headaches, allowing the user to wear it comfortably for extended periods, such as an entire party, without feeling discomfort [0]. [0] is not related to the query.",6.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,07,"['title: Love this product \ntext: It was a favorite among old and young at my 1 year olds birthday! The material is a velvet quality and I will buy this again', ""title: Surprised by the quality \ntext: I bought these for my nephew's birthday party and I wasn't expecting much as it was just for that day. But I was surprised by the quality of this product. The material is soft and the finishing is very nice too. None of them were defective and it's something the kids can continue to wear after the party because it is a good material.""]","The product is noted for its high-quality material, which is described as soft and well-finished. This suggests that the product is comfortable to wear, making it suitable for continued use beyond its initial purpose.[0] [0] is not related to the query.",4.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,12,"['title: comfy \ntext: I wore this today (I am 60) for 2 hours and forgot I had it on :)', 'title: Comfy band \ntext: Very comfortable. I was worried that it would hurt around the ears but we all wore them almost all day and the kids were fine and even comfortable on adults.']","The product is described as very comfortable, with one user noting that they wore it for two hours and forgot they had it on, indicating a high level of comfort [0]. Another user expressed initial concerns about discomfort around the ears but found that the product was comfortable for both children and adults, even when worn almost all day [1].",7.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,13,"['title: comfy \ntext: I wore this today (I am 60) for 2 hours and forgot I had it on :)', 'title: Comfy, durable, cute \ntext: I purchased these headband ears to use in a project. They’re very comfortable - so much so that I forgot I was wearing a set. Since I’m altering them for my own use, I have no complaints about their appearance; however, if I were using them as is, I would say the female ears look a little cheap. With a little effort I was able to pull the bows off and add my own.Overall, the value and quality of these headbands are good and I might purchase more in the future.']","The product is described as very comfortable, with one user noting that they wore it for two hours and forgot they had it on, highlighting its lightweight and unobtrusive nature [0]. Another user also mentioned the comfort of the headband ears, stating that they were so comfortable they forgot they were wearing them, which underscores the product's ease of wear [1].",7.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,14,"['title: comfy \ntext: I wore this today (I am 60) for 2 hours and forgot I had it on :)', 'title: Great Product \ntext: great product came in time and good quality.  Most of all the kids loved it.']","The user, who is 60 years old, reported wearing the product for two hours and found it so comfortable that they forgot they had it on, indicating a high level of comfort [0]. [1] is not related to the query.",5.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,15,"['title: comfy \ntext: I wore this today (I am 60) for 2 hours and forgot I had it on :)', 'title: Adorable for adults or kids! \ntext: This is the best product. They are very stretchy and comfortable for adults. We wore them for hours with no discomfort. They are adorable.']","The product is described as extremely comfortable, with one user noting that they wore it for two hours and forgot they had it on, highlighting its lightweight and unobtrusive nature [0]. Another user emphasized the product's stretchiness and comfort, stating that it can be worn for hours without any discomfort, making it suitable for both adults and kids [1].",7.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,16,"['title: comfy \ntext: I wore this today (I am 60) for 2 hours and forgot I had it on :)', ""title: Worth it and look amazing \ntext: They were super cheap which make me though this was not going to be a good product but I ended up liking them way more than expected. They are super confortable and have some kind of padding that prevents me from the head aches that usually get when I wear things like this one. I wore it the entire party and didn't even feel them.""]","The product is described as being extremely comfortable, with one user noting that they wore it for two hours and forgot they had it on, highlighting its lightweight and unobtrusive nature [0]. Another user expressed surprise at the comfort level, mentioning that the product's padding prevents headaches, allowing them to wear it throughout an entire party without discomfort [1].",7.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,17,"['title: comfy \ntext: I wore this today (I am 60) for 2 hours and forgot I had it on :)', ""title: Surprised by the quality \ntext: I bought these for my nephew's birthday party and I wasn't expecting much as it was just for that day. But I was surprised by the quality of this product. The material is soft and the finishing is very nice too. None of them were defective and it's something the kids can continue to wear after the party because it is a good material.""]","The product is described as very comfortable, with one user noting that they wore it for two hours and forgot they had it on, indicating a high level of comfort[0]. Another user was surprised by the quality, mentioning that the material is soft, which contributes to the comfort of the product[1].",6.5
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,23,"['title: Comfy band \ntext: Very comfortable. I was worried that it would hurt around the ears but we all wore them almost all day and the kids were fine and even comfortable on adults.', 'title: Comfy, durable, cute \ntext: I purchased these headband ears to use in a project. They’re very comfortable - so much so that I forgot I was wearing a set. Since I’m altering them for my own use, I have no complaints about their appearance; however, if I were using them as is, I would say the female ears look a little cheap. With a little effort I was able to pull the bows off and add my own.Overall, the value and quality of these headbands are good and I might purchase more in the future.']","The product is praised for its comfort, with users noting that it is comfortable enough to wear all day without causing discomfort around the ears, even for children and adults alike [0]. Another user highlights the comfort by mentioning that they forgot they were wearing the headband, indicating a high level of comfort [1].",7.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,24,"['title: Comfy band \ntext: Very comfortable. I was worried that it would hurt around the ears but we all wore them almost all day and the kids were fine and even comfortable on adults.', 'title: Great Product \ntext: great product came in time and good quality.  Most of all the kids loved it.']","The product is described as very comfortable, with initial concerns about discomfort around the ears proving unfounded. Users, including children and adults, were able to wear it almost all day without any issues, indicating a high level of comfort [0]. [1] is not related to the query.",6.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,25,"['title: Comfy band \ntext: Very comfortable. I was worried that it would hurt around the ears but we all wore them almost all day and the kids were fine and even comfortable on adults.', 'title: Adorable for adults or kids! \ntext: This is the best product. They are very stretchy and comfortable for adults. We wore them for hours with no discomfort. They are adorable.']","The product is praised for its comfort, with users noting that it is comfortable for both children and adults, even when worn for extended periods. Concerns about potential discomfort around the ears were unfounded, as the product was found to be comfortable throughout the day [0]. Additionally, the product's stretchiness contributes to its comfort, allowing it to be worn for hours without causing discomfort [1].",7.25
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,26,"['title: Comfy band \ntext: Very comfortable. I was worried that it would hurt around the ears but we all wore them almost all day and the kids were fine and even comfortable on adults.', ""title: Worth it and look amazing \ntext: They were super cheap which make me though this was not going to be a good product but I ended up liking them way more than expected. They are super confortable and have some kind of padding that prevents me from the head aches that usually get when I wear things like this one. I wore it the entire party and didn't even feel them.""]","The product is described as very comfortable, with users expressing initial concerns about discomfort around the ears, which proved unfounded as both children and adults found them comfortable to wear for extended periods [0]. Additionally, the product's comfort is enhanced by padding that prevents headaches, allowing users to wear it for long durations without discomfort [1].",7.25
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,27,"['title: Comfy band \ntext: Very comfortable. I was worried that it would hurt around the ears but we all wore them almost all day and the kids were fine and even comfortable on adults.', ""title: Surprised by the quality \ntext: I bought these for my nephew's birthday party and I wasn't expecting much as it was just for that day. But I was surprised by the quality of this product. The material is soft and the finishing is very nice too. None of them were defective and it's something the kids can continue to wear after the party because it is a good material.""]","The product is praised for its comfort, with users noting that it is comfortable to wear for extended periods, even for children and adults, without causing discomfort around the ears [0]. Additionally, the product's soft material and high-quality finishing contribute to its comfort, making it suitable for continued use beyond its initial purpose [1].",7.25
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,34,"['title: Comfy, durable, cute \ntext: I purchased these headband ears to use in a project. They’re very comfortable - so much so that I forgot I was wearing a set. Since I’m altering them for my own use, I have no complaints about their appearance; however, if I were using them as is, I would say the female ears look a little cheap. With a little effort I was able to pull the bows off and add my own.Overall, the value and quality of these headbands are good and I might purchase more in the future.', 'title: Great Product \ntext: great product came in time and good quality.  Most of all the kids loved it.']","The headband ears are described as very comfortable, to the extent that the user forgot they were wearing them. This indicates a high level of comfort, which is a significant positive aspect of the product. The user also notes that the value and quality of the headbands are good, suggesting that the comfort does not come at the expense of durability or overall quality. [0] [1] is not related to the query.",6.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,35,"['title: Comfy, durable, cute \ntext: I purchased these headband ears to use in a project. They’re very comfortable - so much so that I forgot I was wearing a set. Since I’m altering them for my own use, I have no complaints about their appearance; however, if I were using them as is, I would say the female ears look a little cheap. With a little effort I was able to pull the bows off and add my own.Overall, the value and quality of these headbands are good and I might purchase more in the future.', 'title: Adorable for adults or kids! \ntext: This is the best product. They are very stretchy and comfortable for adults. We wore them for hours with no discomfort. They are adorable.']","The headband ears are praised for their comfort, with one user noting that they are so comfortable they forgot they were wearing them, and another mentioning that they could be worn for hours without discomfort. The product is described as stretchy and suitable for both adults and kids, adding to its appeal as a comfortable accessory [0][1].",7.25
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,36,"['title: Comfy, durable, cute \ntext: I purchased these headband ears to use in a project. They’re very comfortable - so much so that I forgot I was wearing a set. Since I’m altering them for my own use, I have no complaints about their appearance; however, if I were using them as is, I would say the female ears look a little cheap. With a little effort I was able to pull the bows off and add my own.Overall, the value and quality of these headbands are good and I might purchase more in the future.', ""title: Worth it and look amazing \ntext: They were super cheap which make me though this was not going to be a good product but I ended up liking them way more than expected. They are super confortable and have some kind of padding that prevents me from the head aches that usually get when I wear things like this one. I wore it the entire party and didn't even feel them.""]","The headband ears are praised for their comfort, with one user noting that they are so comfortable they forgot they were wearing them, despite initially purchasing them for a project[0]. Another user highlights the comfort provided by the padding, which prevents headaches, allowing them to wear the headbands for extended periods without discomfort[1].",7.25
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,37,"['title: Comfy, durable, cute \ntext: I purchased these headband ears to use in a project. They’re very comfortable - so much so that I forgot I was wearing a set. Since I’m altering them for my own use, I have no complaints about their appearance; however, if I were using them as is, I would say the female ears look a little cheap. With a little effort I was able to pull the bows off and add my own.Overall, the value and quality of these headbands are good and I might purchase more in the future.', ""title: Surprised by the quality \ntext: I bought these for my nephew's birthday party and I wasn't expecting much as it was just for that day. But I was surprised by the quality of this product. The material is soft and the finishing is very nice too. None of them were defective and it's something the kids can continue to wear after the party because it is a good material.""]","The headband ears are praised for their comfort, with one user noting that they are so comfortable they forgot they were wearing them, indicating a high level of comfort for extended use [0]. Another user highlights the soft material and nice finishing, suggesting that the product is comfortable enough for children to wear beyond a single event [1].",7.25
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,45,"['title: Great Product \ntext: great product came in time and good quality.  Most of all the kids loved it.', 'title: Adorable for adults or kids! \ntext: This is the best product. They are very stretchy and comfortable for adults. We wore them for hours with no discomfort. They are adorable.']","The product is described as very stretchy and comfortable, suitable for adults. Users reported wearing them for hours without experiencing any discomfort, highlighting the product's comfort level [0]. [0] is not related to the query.",5.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,46,"['title: Great Product \ntext: great product came in time and good quality.  Most of all the kids loved it.', ""title: Worth it and look amazing \ntext: They were super cheap which make me though this was not going to be a good product but I ended up liking them way more than expected. They are super confortable and have some kind of padding that prevents me from the head aches that usually get when I wear things like this one. I wore it the entire party and didn't even feel them.""]","The product was initially perceived as low quality due to its cheap price, but it exceeded expectations in terms of comfort. It features padding that prevents headaches, allowing the user to wear it comfortably for extended periods, such as an entire party, without feeling discomfort [0]. [0] is not related to the query.",6.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,47,"['title: Great Product \ntext: great product came in time and good quality.  Most of all the kids loved it.', ""title: Surprised by the quality \ntext: I bought these for my nephew's birthday party and I wasn't expecting much as it was just for that day. But I was surprised by the quality of this product. The material is soft and the finishing is very nice too. None of them were defective and it's something the kids can continue to wear after the party because it is a good material.""]","The product is noted for its comfort due to the soft material, making it suitable for continued use beyond the initial purpose of a birthday party. The quality of the material contributes to the overall comfort, as it is not only soft but also well-finished, ensuring a pleasant wearing experience for children [0]. [0] is not related to the query.",5.75
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,56,"['title: Adorable for adults or kids! \ntext: This is the best product. They are very stretchy and comfortable for adults. We wore them for hours with no discomfort. They are adorable.', ""title: Worth it and look amazing \ntext: They were super cheap which make me though this was not going to be a good product but I ended up liking them way more than expected. They are super confortable and have some kind of padding that prevents me from the head aches that usually get when I wear things like this one. I wore it the entire party and didn't even feel them.""]","The product is praised for its comfort, with users noting that it is stretchy and comfortable for adults, allowing them to wear it for hours without discomfort [0]. Additionally, the product is described as super comfortable, featuring padding that prevents headaches, which is a common issue with similar items. Users were able to wear it for extended periods, such as an entire party, without feeling any discomfort [1].",7.25
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,57,"['title: Adorable for adults or kids! \ntext: This is the best product. They are very stretchy and comfortable for adults. We wore them for hours with no discomfort. They are adorable.', ""title: Surprised by the quality \ntext: I bought these for my nephew's birthday party and I wasn't expecting much as it was just for that day. But I was surprised by the quality of this product. The material is soft and the finishing is very nice too. None of them were defective and it's something the kids can continue to wear after the party because it is a good material.""]","The product is praised for its comfort, being described as very stretchy and comfortable for adults, allowing for hours of wear without discomfort [0]. Additionally, the material is noted for its softness, which contributes to the overall comfort, making it suitable for continued use beyond just a single occasion [1].",7.25
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,67,"[""title: Worth it and look amazing \ntext: They were super cheap which make me though this was not going to be a good product but I ended up liking them way more than expected. They are super confortable and have some kind of padding that prevents me from the head aches that usually get when I wear things like this one. I wore it the entire party and didn't even feel them."", ""title: Surprised by the quality \ntext: I bought these for my nephew's birthday party and I wasn't expecting much as it was just for that day. But I was surprised by the quality of this product. The material is soft and the finishing is very nice too. None of them were defective and it's something the kids can continue to wear after the party because it is a good material.""]","The product is described as being unexpectedly comfortable, with padding that prevents headaches, allowing the user to wear it for extended periods without discomfort [0]. [1] is not related to the query.",6.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,012,"['title: Love this product \ntext: It was a favorite among old and young at my 1 year olds birthday! The material is a velvet quality and I will buy this again', 'title: comfy \ntext: I wore this today (I am 60) for 2 hours and forgot I had it on :)', 'title: Comfy band \ntext: Very comfortable. I was worried that it would hurt around the ears but we all wore them almost all day and the kids were fine and even comfortable on adults.']","The product is described as very comfortable, with one user noting that they wore it for two hours and forgot they had it on, indicating a high level of comfort for extended wear [0]. Another user expressed initial concerns about discomfort around the ears but found that it was comfortable for both children and adults, even when worn almost all day [1]. [0] is not related to the query.",7.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,013,"['title: Love this product \ntext: It was a favorite among old and young at my 1 year olds birthday! The material is a velvet quality and I will buy this again', 'title: comfy \ntext: I wore this today (I am 60) for 2 hours and forgot I had it on :)', 'title: Comfy, durable, cute \ntext: I purchased these headband ears to use in a project. They’re very comfortable - so much so that I forgot I was wearing a set. Since I’m altering them for my own use, I have no complaints about their appearance; however, if I were using them as is, I would say the female ears look a little cheap. With a little effort I was able to pull the bows off and add my own.Overall, the value and quality of these headbands are good and I might purchase more in the future.']","The product is described as very comfortable, with one user noting that they wore it for two hours and forgot they had it on, highlighting its lightweight and unobtrusive nature [0]. Another user also mentioned the comfort of the product, stating that they forgot they were wearing it, which suggests that the product is easy to wear for extended periods without causing discomfort [1]. [0] is not related to the query.",7.0
Are the headbands comfortable to wear,GREAT VALUE: Come with 20 pcs Mouse Ears Headbands in 2 style (10 ears blackfor boys and 10 ears with Red bow for girls )The set of 20 Mouse ears party supplies are the must-have items for anyone who wants to have themed party. These headbands will amuse kids and adults.,014,"['title: Love this product \ntext: It was a favorite among old and young at my 1 year olds birthday! The material is a velvet quality and I will buy this again', 'title: comfy \ntext: I wore this today (I am 60) for 2 hours and forgot I had it on :)', 'title: Great Product \ntext: great product came in time and good quality.  Most of all the kids loved it.']","The user, who is 60 years old, reported wearing the product for two hours and found it so comfortable that they forgot they had it on, indicating a high level of comfort [0]. [0] is not related to the query. [2] is not related to the query.",5.0
