original_query,product_description,subset,comments,summary,avg_score
How stretchy is the headwrap,"['💖Package Included💖You will receive 4 pieces head wrap scarves in different colors including wine red,royal blue, black,army green. They can be applied as turban, scarf and shawl, sutiable for a variety of hair styles and offering proper styling.', ""💖Extra Long & Wide💖Extra long and large size 180 cm /70.9 x 85 cm / 33.5 inches, long enough to fit most people's head and hair style well, allows you to forge grace and charming look."", '💖 Soft and Breathable Material💖These good quality turbans are made of polyester, super soft light weight stretchy fabric. They are suitable for all seasons and will bring you a lightweight, breathable and comfortable feel all day.', '💖Quick and Easy to Use💖No special skills sre required when you use them.These headwraps are super easy to tie and very suitable for wrapping long hair and dreadlocks.You just simply need wrap your head, tuck the ends, and the stretch knit provides a secure hold.', '💖 Widely Application💖 These turbans are fashion accessories for women and girls.They can be used head wrap scarf, daily head wrap, fashion scarf. You can choose them during travel, wedding,proms, birthday party, fashion show, yoga, sports workout.They can easily match your jeans and other clothes.']",03,"['title: Awesome stretch! \ntext: I love this jersey material! It is soft and feels comfortable when styled into preferable fashions.', 'title: Stretch is great! \ntext: I love the stretch of the fabric! If you are a natural hair person wear a satin bonnet underneath because your hair products will  stain!']","The product is praised for its excellent stretchability, with users expressing satisfaction with the fabric's ability to stretch comfortably. One user highlights the jersey material's softness and comfort, making it suitable for various fashion styles [0]. Another user appreciates the fabric's stretch, although they caution that hair products can stain the material, suggesting the use of a satin bonnet to prevent this [1].",8.0
How stretchy is the headwrap,"['💖Package Included💖You will receive 4 pieces head wrap scarves in different colors including wine red,royal blue, black,army green. They can be applied as turban, scarf and shawl, sutiable for a variety of hair styles and offering proper styling.', ""💖Extra Long & Wide💖Extra long and large size 180 cm /70.9 x 85 cm / 33.5 inches, long enough to fit most people's head and hair style well, allows you to forge grace and charming look."", '💖 Soft and Breathable Material💖These good quality turbans are made of polyester, super soft light weight stretchy fabric. They are suitable for all seasons and will bring you a lightweight, breathable and comfortable feel all day.', '💖Quick and Easy to Use💖No special skills sre required when you use them.These headwraps are super easy to tie and very suitable for wrapping long hair and dreadlocks.You just simply need wrap your head, tuck the ends, and the stretch knit provides a secure hold.', '💖 Widely Application💖 These turbans are fashion accessories for women and girls.They can be used head wrap scarf, daily head wrap, fashion scarf. You can choose them during travel, wedding,proms, birthday party, fashion show, yoga, sports workout.They can easily match your jeans and other clothes.']",04,"['title: Awesome stretch! \ntext: I love this jersey material! It is soft and feels comfortable when styled into preferable fashions.', 'title: Long, Breathable, and Comfortable \ntext: The material is comfortable to wear for protective styles.  Stretches for desirable wrapping styles.']","The product is praised for its stretchability, which allows it to be styled into various fashions and wrapping styles. The jersey material is described as soft and comfortable, enhancing its versatility and appeal for different uses [0][1].",7.0
How stretchy is the headwrap,"['💖Package Included💖You will receive 4 pieces head wrap scarves in different colors including wine red,royal blue, black,army green. They can be applied as turban, scarf and shawl, sutiable for a variety of hair styles and offering proper styling.', ""💖Extra Long & Wide💖Extra long and large size 180 cm /70.9 x 85 cm / 33.5 inches, long enough to fit most people's head and hair style well, allows you to forge grace and charming look."", '💖 Soft and Breathable Material💖These good quality turbans are made of polyester, super soft light weight stretchy fabric. They are suitable for all seasons and will bring you a lightweight, breathable and comfortable feel all day.', '💖Quick and Easy to Use💖No special skills sre required when you use them.These headwraps are super easy to tie and very suitable for wrapping long hair and dreadlocks.You just simply need wrap your head, tuck the ends, and the stretch knit provides a secure hold.', '💖 Widely Application💖 These turbans are fashion accessories for women and girls.They can be used head wrap scarf, daily head wrap, fashion scarf. You can choose them during travel, wedding,proms, birthday party, fashion show, yoga, sports workout.They can easily match your jeans and other clothes.']",05,"['title: Awesome stretch! \ntext: I love this jersey material! It is soft and feels comfortable when styled into preferable fashions.', 'title: It’s stretches well. \ntext: I just might purchase other colors however, I’ve not worn as if this date.']","The product is praised for its stretchability, with one user expressing satisfaction with the jersey material's softness and comfort, which allows for versatile styling options [0]. Another user notes the product's good stretch, indicating a potential interest in purchasing additional colors, although they have not yet worn it [1].",7.0
How stretchy is the headwrap,"['💖Package Included💖You will receive 4 pieces head wrap scarves in different colors including wine red,royal blue, black,army green. They can be applied as turban, scarf and shawl, sutiable for a variety of hair styles and offering proper styling.', ""💖Extra Long & Wide💖Extra long and large size 180 cm /70.9 x 85 cm / 33.5 inches, long enough to fit most people's head and hair style well, allows you to forge grace and charming look."", '💖 Soft and Breathable Material💖These good quality turbans are made of polyester, super soft light weight stretchy fabric. They are suitable for all seasons and will bring you a lightweight, breathable and comfortable feel all day.', '💖Quick and Easy to Use💖No special skills sre required when you use them.These headwraps are super easy to tie and very suitable for wrapping long hair and dreadlocks.You just simply need wrap your head, tuck the ends, and the stretch knit provides a secure hold.', '💖 Widely Application💖 These turbans are fashion accessories for women and girls.They can be used head wrap scarf, daily head wrap, fashion scarf. You can choose them during travel, wedding,proms, birthday party, fashion show, yoga, sports workout.They can easily match your jeans and other clothes.']",06,"['title: Awesome stretch! \ntext: I love this jersey material! It is soft and feels comfortable when styled into preferable fashions.', 'title: Great Fit \ntext: Stretchy, for snug fit!...long enough to create whatever style u like....wash on gentle cycle, line dry or dryer on low....great purchase']","The product is praised for its stretchability, which allows for a snug fit and versatility in styling. The jersey material is described as soft and comfortable, enhancing the overall wearing experience. Additionally, the product's stretchiness contributes to its adaptability, making it suitable for various fashion styles [0][1].",8.0
How stretchy is the headwrap,"['💖Package Included💖You will receive 4 pieces head wrap scarves in different colors including wine red,royal blue, black,army green. They can be applied as turban, scarf and shawl, sutiable for a variety of hair styles and offering proper styling.', ""💖Extra Long & Wide💖Extra long and large size 180 cm /70.9 x 85 cm / 33.5 inches, long enough to fit most people's head and hair style well, allows you to forge grace and charming look."", '💖 Soft and Breathable Material💖These good quality turbans are made of polyester, super soft light weight stretchy fabric. They are suitable for all seasons and will bring you a lightweight, breathable and comfortable feel all day.', '💖Quick and Easy to Use💖No special skills sre required when you use them.These headwraps are super easy to tie and very suitable for wrapping long hair and dreadlocks.You just simply need wrap your head, tuck the ends, and the stretch knit provides a secure hold.', '💖 Widely Application💖 These turbans are fashion accessories for women and girls.They can be used head wrap scarf, daily head wrap, fashion scarf. You can choose them during travel, wedding,proms, birthday party, fashion show, yoga, sports workout.They can easily match your jeans and other clothes.']",07,"['title: Awesome stretch! \ntext: I love this jersey material! It is soft and feels comfortable when styled into preferable fashions.', 'title: Get it!! \ntext: Great product for naturals!!!! I will be buying more. I love the length. The stretch. The versatility. These will be great all year!!!']","The product is praised for its stretchability, with one user highlighting the versatility and comfort provided by the jersey material, which allows for various styling options. The stretch is noted as a key feature that contributes to the product's appeal and usability throughout the year [0][1].",8.0
How stretchy is the headwrap,"['💖Package Included💖You will receive 4 pieces head wrap scarves in different colors including wine red,royal blue, black,army green. They can be applied as turban, scarf and shawl, sutiable for a variety of hair styles and offering proper styling.', ""💖Extra Long & Wide💖Extra long and large size 180 cm /70.9 x 85 cm / 33.5 inches, long enough to fit most people's head and hair style well, allows you to forge grace and charming look."", '💖 Soft and Breathable Material💖These good quality turbans are made of polyester, super soft light weight stretchy fabric. They are suitable for all seasons and will bring you a lightweight, breathable and comfortable feel all day.', '💖Quick and Easy to Use💖No special skills sre required when you use them.These headwraps are super easy to tie and very suitable for wrapping long hair and dreadlocks.You just simply need wrap your head, tuck the ends, and the stretch knit provides a secure hold.', '💖 Widely Application💖 These turbans are fashion accessories for women and girls.They can be used head wrap scarf, daily head wrap, fashion scarf. You can choose them during travel, wedding,proms, birthday party, fashion show, yoga, sports workout.They can easily match your jeans and other clothes.']",12,"['title: Stretch \ntext: The scarf stretches on the short length really nice. But there is No stretch the long way... This sucks because the length of the scarf is whats used in creating the style or the wrap.', 'title: Light and stretchy \ntext: Not heavy, breathable fabric, stretchy and versatile. My locs are giving and I love the colors. Not super see through either']","The product's stretchability is described as being effective on the short length of the scarf, allowing for some flexibility in styling. However, it lacks stretch along the long length, which is a drawback for users who rely on the length for styling or wrapping purposes [0]. Additionally, the fabric is noted for being light, breathable, and stretchy, contributing to its versatility and comfort [1].",8.0
How stretchy is the headwrap,"['💖Package Included💖You will receive 4 pieces head wrap scarves in different colors including wine red,royal blue, black,army green. They can be applied as turban, scarf and shawl, sutiable for a variety of hair styles and offering proper styling.', ""💖Extra Long & Wide💖Extra long and large size 180 cm /70.9 x 85 cm / 33.5 inches, long enough to fit most people's head and hair style well, allows you to forge grace and charming look."", '💖 Soft and Breathable Material💖These good quality turbans are made of polyester, super soft light weight stretchy fabric. They are suitable for all seasons and will bring you a lightweight, breathable and comfortable feel all day.', '💖Quick and Easy to Use💖No special skills sre required when you use them.These headwraps are super easy to tie and very suitable for wrapping long hair and dreadlocks.You just simply need wrap your head, tuck the ends, and the stretch knit provides a secure hold.', '💖 Widely Application💖 These turbans are fashion accessories for women and girls.They can be used head wrap scarf, daily head wrap, fashion scarf. You can choose them during travel, wedding,proms, birthday party, fashion show, yoga, sports workout.They can easily match your jeans and other clothes.']",13,"['title: Stretch \ntext: The scarf stretches on the short length really nice. But there is No stretch the long way... This sucks because the length of the scarf is whats used in creating the style or the wrap.', 'title: Stretch is great! \ntext: I love the stretch of the fabric! If you are a natural hair person wear a satin bonnet underneath because your hair products will  stain!']","The product's stretchability is a mixed experience for users. One user notes that the scarf stretches well on the short length but lacks stretch along the long length, which is crucial for styling and wrapping purposes, leading to dissatisfaction [0]. Another user appreciates the fabric's stretch, highlighting its effectiveness, but advises wearing a satin bonnet underneath to prevent hair product stains [1].",8.0
How stretchy is the headwrap,"['💖Package Included💖You will receive 4 pieces head wrap scarves in different colors including wine red,royal blue, black,army green. They can be applied as turban, scarf and shawl, sutiable for a variety of hair styles and offering proper styling.', ""💖Extra Long & Wide💖Extra long and large size 180 cm /70.9 x 85 cm / 33.5 inches, long enough to fit most people's head and hair style well, allows you to forge grace and charming look."", '💖 Soft and Breathable Material💖These good quality turbans are made of polyester, super soft light weight stretchy fabric. They are suitable for all seasons and will bring you a lightweight, breathable and comfortable feel all day.', '💖Quick and Easy to Use💖No special skills sre required when you use them.These headwraps are super easy to tie and very suitable for wrapping long hair and dreadlocks.You just simply need wrap your head, tuck the ends, and the stretch knit provides a secure hold.', '💖 Widely Application💖 These turbans are fashion accessories for women and girls.They can be used head wrap scarf, daily head wrap, fashion scarf. You can choose them during travel, wedding,proms, birthday party, fashion show, yoga, sports workout.They can easily match your jeans and other clothes.']",14,"['title: Stretch \ntext: The scarf stretches on the short length really nice. But there is No stretch the long way... This sucks because the length of the scarf is whats used in creating the style or the wrap.', 'title: Long, Breathable, and Comfortable \ntext: The material is comfortable to wear for protective styles.  Stretches for desirable wrapping styles.']","The stretchability of the product is mixed based on user feedback. One user notes that the scarf stretches well on the short length but lacks stretch along the long length, which is crucial for styling and wrapping purposes [0]. Another user finds the material comfortable and appreciates its stretchability for achieving desirable wrapping styles [1].",8.0
How stretchy is the headwrap,"['💖Package Included💖You will receive 4 pieces head wrap scarves in different colors including wine red,royal blue, black,army green. They can be applied as turban, scarf and shawl, sutiable for a variety of hair styles and offering proper styling.', ""💖Extra Long & Wide💖Extra long and large size 180 cm /70.9 x 85 cm / 33.5 inches, long enough to fit most people's head and hair style well, allows you to forge grace and charming look."", '💖 Soft and Breathable Material💖These good quality turbans are made of polyester, super soft light weight stretchy fabric. They are suitable for all seasons and will bring you a lightweight, breathable and comfortable feel all day.', '💖Quick and Easy to Use💖No special skills sre required when you use them.These headwraps are super easy to tie and very suitable for wrapping long hair and dreadlocks.You just simply need wrap your head, tuck the ends, and the stretch knit provides a secure hold.', '💖 Widely Application💖 These turbans are fashion accessories for women and girls.They can be used head wrap scarf, daily head wrap, fashion scarf. You can choose them during travel, wedding,proms, birthday party, fashion show, yoga, sports workout.They can easily match your jeans and other clothes.']",15,"['title: Stretch \ntext: The scarf stretches on the short length really nice. But there is No stretch the long way... This sucks because the length of the scarf is whats used in creating the style or the wrap.', 'title: It’s stretches well. \ntext: I just might purchase other colors however, I’ve not worn as if this date.']","The product's stretchability is limited, as it stretches well on the short length but lacks stretch on the long length, which is crucial for styling or wrapping the scarf effectively [0]. Another user notes that the product stretches well, indicating satisfaction with its stretchability, although they have not yet worn it [1].",8.0
How stretchy is the headwrap,"['💖Package Included💖You will receive 4 pieces head wrap scarves in different colors including wine red,royal blue, black,army green. They can be applied as turban, scarf and shawl, sutiable for a variety of hair styles and offering proper styling.', ""💖Extra Long & Wide💖Extra long and large size 180 cm /70.9 x 85 cm / 33.5 inches, long enough to fit most people's head and hair style well, allows you to forge grace and charming look."", '💖 Soft and Breathable Material💖These good quality turbans are made of polyester, super soft light weight stretchy fabric. They are suitable for all seasons and will bring you a lightweight, breathable and comfortable feel all day.', '💖Quick and Easy to Use💖No special skills sre required when you use them.These headwraps are super easy to tie and very suitable for wrapping long hair and dreadlocks.You just simply need wrap your head, tuck the ends, and the stretch knit provides a secure hold.', '💖 Widely Application💖 These turbans are fashion accessories for women and girls.They can be used head wrap scarf, daily head wrap, fashion scarf. You can choose them during travel, wedding,proms, birthday party, fashion show, yoga, sports workout.They can easily match your jeans and other clothes.']",16,"['title: Stretch \ntext: The scarf stretches on the short length really nice. But there is No stretch the long way... This sucks because the length of the scarf is whats used in creating the style or the wrap.', 'title: Great Fit \ntext: Stretchy, for snug fit!...long enough to create whatever style u like....wash on gentle cycle, line dry or dryer on low....great purchase']","The product's stretchability is a mixed experience for users. One user notes that the scarf stretches well on the short length but lacks stretch on the long length, which is crucial for styling or wrapping purposes, leading to dissatisfaction [0]. Another user appreciates the product's stretchiness, highlighting its snug fit and sufficient length to create various styles, indicating a positive experience with the product's stretchability [1].",8.0
How stretchy is the headwrap,"['💖Package Included💖You will receive 4 pieces head wrap scarves in different colors including wine red,royal blue, black,army green. They can be applied as turban, scarf and shawl, sutiable for a variety of hair styles and offering proper styling.', ""💖Extra Long & Wide💖Extra long and large size 180 cm /70.9 x 85 cm / 33.5 inches, long enough to fit most people's head and hair style well, allows you to forge grace and charming look."", '💖 Soft and Breathable Material💖These good quality turbans are made of polyester, super soft light weight stretchy fabric. They are suitable for all seasons and will bring you a lightweight, breathable and comfortable feel all day.', '💖Quick and Easy to Use💖No special skills sre required when you use them.These headwraps are super easy to tie and very suitable for wrapping long hair and dreadlocks.You just simply need wrap your head, tuck the ends, and the stretch knit provides a secure hold.', '💖 Widely Application💖 These turbans are fashion accessories for women and girls.They can be used head wrap scarf, daily head wrap, fashion scarf. You can choose them during travel, wedding,proms, birthday party, fashion show, yoga, sports workout.They can easily match your jeans and other clothes.']",17,"['title: Stretch \ntext: The scarf stretches on the short length really nice. But there is No stretch the long way... This sucks because the length of the scarf is whats used in creating the style or the wrap.', 'title: Get it!! \ntext: Great product for naturals!!!! I will be buying more. I love the length. The stretch. The versatility. These will be great all year!!!']","The scarf exhibits good stretchability along its short length, which is appreciated for certain styles, but lacks stretch along its long length, which is a drawback for styling purposes [0]. Another user praises the product for its stretch, highlighting its versatility and suitability for various styles throughout the year [1].",8.0
