original_query,product_description,subset,comments,summary,avg_score
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",06,"['title: Quality \ntext: I was surprised when I got this. I had purchased to pratice braiding and that is what I am doing. Great quality,  very little shedding,  and full . Great product .', 'title: Good quality for my buck \ntext: So i bought this mannequin for cosmetology school, the texture and length is true to description, it takes curs and heat really well, and shampoos great, however at first there is a bit of shedding. i realize though after a couple of shampoos that issue slowed down tremendously. otherwise this is an awesome buy, the price is not at all bad.']","The product is praised for its great quality, with very little shedding and fullness, making it suitable for practicing braiding [0]. Additionally, it is noted for its accurate texture and length description, good heat and curl handling, and improved shedding after a few shampoos, making it a valuable purchase for cosmetology school [1].",7.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",07,"['title: Quality \ntext: I was surprised when I got this. I had purchased to pratice braiding and that is what I am doing. Great quality,  very little shedding,  and full . Great product .', 'title: Great hair quality! \ntext: This was a gift for my niece...awesome quality! She loves it. Way better than a dumb barbie product']","The product is praised for its great quality, with very little shedding and fullness, making it ideal for practicing braiding [0]. Additionally, it is described as having awesome quality, surpassing other similar products like Barbie, and is well-received as a gift [1].",6.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",12,"[""title: Not amazing quality. \ntext: Such as the hair is very rough, it could have been better, but it's still good for styling."", 'title: Great quality! \ntext: The mannequin head has very minimal shedding, the hair is manageable, and the texture makes it easy to braid.']","The quality of the mannequin head is generally positive, with one user noting that the hair is rough but still suitable for styling, indicating room for improvement in texture [0]. Another user praises the product for its great quality, highlighting minimal shedding, manageable hair, and a texture that facilitates braiding [1].",6.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",13,"[""title: Not amazing quality. \ntext: Such as the hair is very rough, it could have been better, but it's still good for styling."", 'title: Quality product \ntext: I bought this so I can learn how to braid.  So far it has been great.']","The product has received mixed reviews regarding its quality. One user noted that the hair is rough and could have been better, although it is still suitable for styling purposes [0]. Another user praised the product as a quality item, mentioning that it has been great for learning how to braid [1].",4.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",14,"[""title: Not amazing quality. \ntext: Such as the hair is very rough, it could have been better, but it's still good for styling."", 'title: Good Quality \ntext: I brought her to practice on my braids. I wasn’t expecting for the this mannequin to be this good in quality and even to combs are heat resistant comb which is hard find... I got lucky 😍']","The quality of the product is mixed based on user feedback. One user noted that the hair on the mannequin is rough, suggesting that it could be improved, although it is still suitable for styling purposes [0]. Another user expressed satisfaction with the product, highlighting its unexpectedly good quality and the inclusion of heat-resistant combs, which are considered a valuable feature [1].",7.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",15,"[""title: Not amazing quality. \ntext: Such as the hair is very rough, it could have been better, but it's still good for styling."", 'title: EXCELLENT QUALITY! Full head of hair \ntext: [[VIDEOID:7d382ff99d1ce19423fd4b7a76d1d759]] I loved the quality and the fullness of the hair. Definitely love the hair. It does not shed as some reviews said. It combs through nicely.  Fast shipping, my product came earlier than expected. A must buy product!']","The quality of the product receives mixed reviews. One user mentions that the hair is rough and could be better, although it is still suitable for styling purposes [0]. In contrast, another user praises the product for its excellent quality and fullness, noting that it does not shed and combs through nicely. This user also highlights the fast shipping and recommends the product as a must-buy [1].",8.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",16,"[""title: Not amazing quality. \ntext: Such as the hair is very rough, it could have been better, but it's still good for styling."", 'title: Good quality for my buck \ntext: So i bought this mannequin for cosmetology school, the texture and length is true to description, it takes curs and heat really well, and shampoos great, however at first there is a bit of shedding. i realize though after a couple of shampoos that issue slowed down tremendously. otherwise this is an awesome buy, the price is not at all bad.']","The quality of the mannequin hair is described as rough, which could be improved, but it is still suitable for styling purposes [0]. Another user found the mannequin to be of good quality, noting that the texture and length matched the description, and it handled curls and heat well. Initially, there was some shedding, but this issue decreased significantly after a few shampoos, making it a worthwhile purchase for the price [1].",7.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",17,"[""title: Not amazing quality. \ntext: Such as the hair is very rough, it could have been better, but it's still good for styling."", 'title: Great hair quality! \ntext: This was a gift for my niece...awesome quality! She loves it. Way better than a dumb barbie product']","The quality of the product receives mixed reviews. One comment suggests that the hair is rough and could be improved, although it is still suitable for styling purposes [0]. Another comment praises the product's quality, describing it as awesome and superior to similar products, with the recipient expressing great satisfaction [1].",6.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",23,"['title: Great quality! \ntext: The mannequin head has very minimal shedding, the hair is manageable, and the texture makes it easy to braid.', 'title: Quality product \ntext: I bought this so I can learn how to braid.  So far it has been great.']","The product is praised for its great quality, with minimal shedding and manageable hair texture, making it easy to braid[0]. Additionally, it is considered a quality product for learning how to braid, as it has performed well so far[1].",6.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",24,"['title: Great quality! \ntext: The mannequin head has very minimal shedding, the hair is manageable, and the texture makes it easy to braid.', 'title: Good Quality \ntext: I brought her to practice on my braids. I wasn’t expecting for the this mannequin to be this good in quality and even to combs are heat resistant comb which is hard find... I got lucky 😍']","The mannequin head is praised for its great quality, with minimal shedding and manageable hair texture that facilitates braiding [0]. Additionally, the product exceeds expectations with its high quality, featuring heat-resistant combs, which are noted as a rare find [1].",7.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",25,"['title: Great quality! \ntext: The mannequin head has very minimal shedding, the hair is manageable, and the texture makes it easy to braid.', 'title: EXCELLENT QUALITY! Full head of hair \ntext: [[VIDEOID:7d382ff99d1ce19423fd4b7a76d1d759]] I loved the quality and the fullness of the hair. Definitely love the hair. It does not shed as some reviews said. It combs through nicely.  Fast shipping, my product came earlier than expected. A must buy product!']","The product is praised for its excellent quality, with minimal shedding and manageable hair texture that is easy to braid. Users appreciate the fullness of the hair and note that it combs through nicely without shedding, contrary to some reviews. The product also arrived earlier than expected, adding to the positive experience [0][1].",8.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",26,"['title: Great quality! \ntext: The mannequin head has very minimal shedding, the hair is manageable, and the texture makes it easy to braid.', 'title: Good quality for my buck \ntext: So i bought this mannequin for cosmetology school, the texture and length is true to description, it takes curs and heat really well, and shampoos great, however at first there is a bit of shedding. i realize though after a couple of shampoos that issue slowed down tremendously. otherwise this is an awesome buy, the price is not at all bad.']","The mannequin head is praised for its quality, with minimal shedding and manageable hair texture that is easy to braid. It is noted for its true-to-description texture and length, and it handles curls and heat effectively. Although there is initial shedding, this issue significantly decreases after a few shampoos, making it a worthwhile purchase for its price [0][1].",7.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",27,"['title: Great quality! \ntext: The mannequin head has very minimal shedding, the hair is manageable, and the texture makes it easy to braid.', 'title: Great hair quality! \ntext: This was a gift for my niece...awesome quality! She loves it. Way better than a dumb barbie product']","The product is praised for its great quality, with minimal shedding and manageable hair texture that is easy to braid. It is also noted as being of awesome quality, making it a well-received gift that surpasses similar products like Barbie in terms of quality [0][1].",6.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",34,"['title: Quality product \ntext: I bought this so I can learn how to braid.  So far it has been great.', 'title: Good Quality \ntext: I brought her to practice on my braids. I wasn’t expecting for the this mannequin to be this good in quality and even to combs are heat resistant comb which is hard find... I got lucky 😍']","The product is praised for its quality, with one user expressing satisfaction with its performance for learning how to braid[0]. Another user highlights the unexpectedly high quality of the mannequin, noting that even the combs are heat resistant, which is a rare feature[1].",7.0
How would you describe the quality of the mannequin,"['★ Individual Hair Strand:14 inches.', '★ Material: 100% real hair, Color: #2 Black.', '★ Professional - Ideal for Braiding,Curling,Cutting,Heat styled,Styling,etc.Perfect for cosmetology school and in salon education.Can be used by hairdresser, hair stylist, barber shop and the cosmetology school students.', '★ Entertaining & Learning - Doing hair with your kid, cultivate hands-on ability and develop imagination, this Training Head could be the bridge that sharing wonderful time with your kids.', ""★ Come with Free Table clamp holder, Note: For first used, pls comb from the hair bottom to above; It is common for losing a little hair first time and won't happen the next time.""]",35,"['title: Quality product \ntext: I bought this so I can learn how to braid.  So far it has been great.', 'title: EXCELLENT QUALITY! Full head of hair \ntext: [[VIDEOID:7d382ff99d1ce19423fd4b7a76d1d759]] I loved the quality and the fullness of the hair. Definitely love the hair. It does not shed as some reviews said. It combs through nicely.  Fast shipping, my product came earlier than expected. A must buy product!']","The product has been praised for its excellent quality, particularly in terms of the fullness and durability of the hair. Users have noted that the hair does not shed and can be combed through easily, which contradicts some other reviews. Additionally, the product was delivered faster than expected, adding to the positive experience. Overall, it is considered a must-buy due to its high quality and reliable shipping.[0][1]",8.0
