original_query,product_description,subset,comments,summary,avg_score
Is it easy and quick to use,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",03,"['title: Five Stars \ntext: straight forward product. been using for a couple months and holding on strong!', 'title: Four Stars \ntext: Very good product with affordable price. You have to wear the glove or you will burn yourself']",[0] is not related to the query. [1] is not related to the query.,0.0
Is it easy and quick to use,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",04,"['title: Five Stars \ntext: straight forward product. been using for a couple months and holding on strong!', ""title: ABSALOUTLEY GREAT \ntext: This product came early (always a good sign) I did my hair and it came out BEAUTIFUL. I usually don't curl my hair but I'm so glad I did. I need to work on my technique but it's great. It's cheap and great :)""]",[0] is not related to the query. [1] is not related to the query.,0.0
Is it easy and quick to use,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",05,"['title: Five Stars \ntext: straight forward product. been using for a couple months and holding on strong!', ""title: Definitely support this product \ntext: I was skeptical at first but makes nice uneven curls to give a more natural look. I'm a hair dresser. Quick and easy to use on my hair to get out the door faster. Good product to buy""]","The product is praised for its speed and ease of use, allowing users to style their hair quickly and efficiently, which is particularly beneficial for those with busy schedules, such as hairdressers [0]. [0] is not related to the query.",7.0
Is it easy and quick to use,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",06,"['title: Five Stars \ntext: straight forward product. been using for a couple months and holding on strong!', 'title: Not the Product for Me \ntext: Hard to wrap my hair around it; tried it both ways. Time consuming! I have fine, thin, straight hair. Just a regular curling wand worked much better.']",[0] is not related to the query. [0] is not related to the query.,0.0
Is it easy and quick to use,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",07,"['title: Five Stars \ntext: straight forward product. been using for a couple months and holding on strong!', 'title: Silky smooth curls \ntext: An easy to use product!!! You can totally skip the glove if you keep it on medium heat. A terrific wand that is gentle but also gets the job done!!']",[0] is not related to the query. [0] is not related to the query.,0.0
Is it easy and quick to use,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",12,"['title: Very good product \ntext: So quick and easy to use. Curls are beautiful and last all day, which surprised me as someone with fine/thin hair that everything loses hold after an hour', 'title: Awesome \ntext: this product curls my hair so great takes a little time to get use to using it properly but when you do its worth the price an i get soo many complements on my hair!!!']","The product is praised for its speed and ease of use, with the user noting that it quickly creates beautiful curls that last all day, even on fine or thin hair, which typically struggles to maintain hold for long periods [0]. [1] is not related to the query.",8.0
Is it easy and quick to use,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",13,"['title: Very good product \ntext: So quick and easy to use. Curls are beautiful and last all day, which surprised me as someone with fine/thin hair that everything loses hold after an hour', 'title: Four Stars \ntext: Very good product with affordable price. You have to wear the glove or you will burn yourself']","The product is praised for its speed and ease of use, delivering beautiful curls that last all day, even for users with fine or thin hair, which typically struggles to maintain hold for extended periods [0]. [1] is not related to the query.",8.0
Is it easy and quick to use,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",14,"['title: Very good product \ntext: So quick and easy to use. Curls are beautiful and last all day, which surprised me as someone with fine/thin hair that everything loses hold after an hour', ""title: ABSALOUTLEY GREAT \ntext: This product came early (always a good sign) I did my hair and it came out BEAUTIFUL. I usually don't curl my hair but I'm so glad I did. I need to work on my technique but it's great. It's cheap and great :)""]","The product is praised for its speed and ease of use, with the user noting that it quickly creates beautiful curls that last all day, even on fine or thin hair, which typically struggles to maintain hold for long periods [0]. [1] is not related to the query.",8.0
Is it easy and quick to use,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",15,"['title: Very good product \ntext: So quick and easy to use. Curls are beautiful and last all day, which surprised me as someone with fine/thin hair that everything loses hold after an hour', ""title: Definitely support this product \ntext: I was skeptical at first but makes nice uneven curls to give a more natural look. I'm a hair dresser. Quick and easy to use on my hair to get out the door faster. Good product to buy""]","The product is praised for its speed and ease of use, with users noting that it allows them to achieve beautiful curls quickly. One user, who has fine/thin hair, was surprised by how long the curls lasted, highlighting the product's effectiveness in maintaining style throughout the day [0]. Another user, a hairdresser, appreciates the product for its ability to create natural-looking curls quickly, which helps them get ready faster, emphasizing the product's efficiency and time-saving benefits [1].",9.0
Is it easy and quick to use,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",16,"['title: Very good product \ntext: So quick and easy to use. Curls are beautiful and last all day, which surprised me as someone with fine/thin hair that everything loses hold after an hour', 'title: Not the Product for Me \ntext: Hard to wrap my hair around it; tried it both ways. Time consuming! I have fine, thin, straight hair. Just a regular curling wand worked much better.']","The product is praised for its speed and ease of use, with one user noting that it quickly creates beautiful curls that last all day, even on fine/thin hair, which typically struggles to maintain hold [0]. However, another user found the product time-consuming and difficult to use, preferring a regular curling wand for their fine, thin, straight hair [1].",8.0
Is it easy and quick to use,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",17,"['title: Very good product \ntext: So quick and easy to use. Curls are beautiful and last all day, which surprised me as someone with fine/thin hair that everything loses hold after an hour', 'title: Silky smooth curls \ntext: An easy to use product!!! You can totally skip the glove if you keep it on medium heat. A terrific wand that is gentle but also gets the job done!!']","The product is praised for its speed and ease of use, with users noting that it quickly creates beautiful curls that last all day, even for those with fine or thin hair [0]. Another user highlights the product's efficiency, stating that it is easy to use and effective, even without the protective glove when used on medium heat [1].",9.0
