original_query,product_description,subset,comments,summary,avg_score
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",03,"['title: Kind of stiff \ntext: Seems ok but is on the stiff side. Thought it would be a lot softer', 'title: Nice brush but very soft \ntext: Very well made brush, easy to hold, but the bristles are so soft.  I recommend this to anyone with fine hair or small child but not to anyone with thick or curly hair.  Unfortunately the bristles would bend upwards when brushing my hair.  This did nor allow the bristles to go through my hair.  But would be amazing for people who have tender head or fine hair.']","The product's softness is a point of contention among users. One user found the product to be on the stiff side, expressing disappointment as they expected it to be softer [0]. Conversely, another user described the product as very soft, particularly the bristles, which they found unsuitable for thick or curly hair due to their tendency to bend upwards. However, they recommended it for individuals with fine hair or sensitive scalps, highlighting its suitability for those with tender heads [1].",8.0
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",04,"['title: Kind of stiff \ntext: Seems ok but is on the stiff side. Thought it would be a lot softer', 'title: My hair is so soft now \ntext: Works great. My hair is so soft. Great service. Ordered Saturday night and had it before noon on Monday.']","The first comment indicates that the product is perceived as somewhat stiff, contrary to expectations of softness, suggesting a potential mismatch between the product's actual texture and customer expectations [0]. The second comment highlights a positive experience with the product, noting that it effectively softens hair, which aligns with the desired softness attribute [1].",5.0
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",05,"['title: Kind of stiff \ntext: Seems ok but is on the stiff side. Thought it would be a lot softer', 'title: I enjoy the scalp stimulation \ntext: I wanted to replace the Boar Bristle Paddle Hair Brush that I had purchased a few years ago.  The new brush looks the same but the bristles are soft and not the same as supplied by Gran Naturals.  How can I get the &quot;stiffer&quot; version?  I enjoy the scalp stimulation.']","The product has been described as being on the stiff side, contrary to expectations of it being softer, which suggests a lack of softness in the product's material or design [0]. Another user noted that the bristles of a new brush they purchased were softer than expected, as they were seeking a stiffer version for better scalp stimulation, indicating that the softness of the bristles did not meet their preference for firmness [1].",6.0
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",06,"['title: Kind of stiff \ntext: Seems ok but is on the stiff side. Thought it would be a lot softer', 'title: Good brush for adults or kids \ntext: Good brush for adults or kids. Brush bristles are on the softener side.']","The product has received mixed reviews regarding its softness. One user mentioned that the product seems okay but is on the stiff side, expressing disappointment as they expected it to be softer [0]. In contrast, another user found the brush bristles to be on the softer side, suggesting that it is suitable for both adults and kids [1].",6.0
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",07,"['title: Kind of stiff \ntext: Seems ok but is on the stiff side. Thought it would be a lot softer', ""title: The quality of the brush is good, solid make \ntext: Its hard on the scalp, may be you get used to it after using it for 2-3 days. The quality of the brush is good, solid make. I don't know how people with too much hair/ soft hair will get benefitted.""]","The product is perceived as being on the stiff side, contrary to expectations of it being softer [0]. Additionally, while the brush is noted for its solid quality, it is described as hard on the scalp, raising concerns about its suitability for individuals with soft hair [1].",5.0
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",12,"['title: TOO SOFT \ntext: THE DESCRIPTION STATES THAT IT IS GOOD FOR ALL TYPES OF HAIR.  THE BRISTLES ON THE BRUSHES THAT I RECEIVED WERE TOO SOFT FOR MY HAIR.  I WISH THE DESCRIPTION WOULD STATE IF THE BRISTLES WERE SOFT, MEDIUM, OR STIFF.', 'title: not comfortable in my hand \ntext: I use it to brush my hair.The bristles are too soft.']","Several users have expressed concerns about the softness of the product's bristles. One user noted that the bristles were too soft for their hair, despite the product being described as suitable for all hair types. They suggested that the product description should specify the bristle firmness, such as soft, medium, or stiff, to better inform potential buyers [0]. Another user also mentioned that the bristles were too soft, which affected their experience when using the product to brush their hair [1].",6.75
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",13,"['title: TOO SOFT \ntext: THE DESCRIPTION STATES THAT IT IS GOOD FOR ALL TYPES OF HAIR.  THE BRISTLES ON THE BRUSHES THAT I RECEIVED WERE TOO SOFT FOR MY HAIR.  I WISH THE DESCRIPTION WOULD STATE IF THE BRISTLES WERE SOFT, MEDIUM, OR STIFF.', 'title: Nice brush but very soft \ntext: Very well made brush, easy to hold, but the bristles are so soft.  I recommend this to anyone with fine hair or small child but not to anyone with thick or curly hair.  Unfortunately the bristles would bend upwards when brushing my hair.  This did nor allow the bristles to go through my hair.  But would be amazing for people who have tender head or fine hair.']","The product's softness is a significant concern for users with thicker hair types. One user noted that the bristles on the brushes they received were too soft for their hair, suggesting that the product description should specify the bristle firmness, such as soft, medium, or stiff, to better inform potential buyers [0]. Another user appreciated the brush's craftsmanship and ease of use but found the bristles too soft for thick or curly hair, as they bent upwards and failed to penetrate the hair effectively. They recommended the brush for individuals with fine hair or sensitive scalps, highlighting its suitability for those with tender heads or fine hair [1].",8.0
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",14,"['title: TOO SOFT \ntext: THE DESCRIPTION STATES THAT IT IS GOOD FOR ALL TYPES OF HAIR.  THE BRISTLES ON THE BRUSHES THAT I RECEIVED WERE TOO SOFT FOR MY HAIR.  I WISH THE DESCRIPTION WOULD STATE IF THE BRISTLES WERE SOFT, MEDIUM, OR STIFF.', 'title: My hair is so soft now \ntext: Works great. My hair is so soft. Great service. Ordered Saturday night and had it before noon on Monday.']","The first comment highlights a concern about the softness of the product, specifically the bristles on a brush, which were found to be too soft for the user's hair. The user suggests that the product description should specify the softness level of the bristles, such as soft, medium, or stiff, to better inform potential buyers [0]. The second comment praises the product for making the user's hair very soft, indicating satisfaction with the product's performance in terms of enhancing hair softness [1].",6.0
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",15,"['title: TOO SOFT \ntext: THE DESCRIPTION STATES THAT IT IS GOOD FOR ALL TYPES OF HAIR.  THE BRISTLES ON THE BRUSHES THAT I RECEIVED WERE TOO SOFT FOR MY HAIR.  I WISH THE DESCRIPTION WOULD STATE IF THE BRISTLES WERE SOFT, MEDIUM, OR STIFF.', 'title: I enjoy the scalp stimulation \ntext: I wanted to replace the Boar Bristle Paddle Hair Brush that I had purchased a few years ago.  The new brush looks the same but the bristles are soft and not the same as supplied by Gran Naturals.  How can I get the &quot;stiffer&quot; version?  I enjoy the scalp stimulation.']","Several users have expressed concerns about the softness of the bristles on the hair brushes they received. One user noted that the bristles were too soft for their hair, despite the product description stating it is suitable for all hair types. They suggested that the description should specify the bristle firmness, such as soft, medium, or stiff, to better inform potential buyers [0]. Another user, who was looking to replace a previous brush, found that the new brush's bristles were softer than expected and not as stiff as those from a previous purchase by Gran Naturals. This user expressed a preference for stiffer bristles to enjoy better scalp stimulation [1].",6.75
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",16,"['title: TOO SOFT \ntext: THE DESCRIPTION STATES THAT IT IS GOOD FOR ALL TYPES OF HAIR.  THE BRISTLES ON THE BRUSHES THAT I RECEIVED WERE TOO SOFT FOR MY HAIR.  I WISH THE DESCRIPTION WOULD STATE IF THE BRISTLES WERE SOFT, MEDIUM, OR STIFF.', 'title: Good brush for adults or kids \ntext: Good brush for adults or kids. Brush bristles are on the softener side.']","The product's bristles are described as being too soft for some users, who express a desire for more detailed descriptions regarding the bristle firmness, such as whether they are soft, medium, or stiff, to better match their hair type needs [0]. Another user notes that the brush is suitable for both adults and kids, mentioning that the bristles are on the softer side [1].",6.75
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",17,"['title: TOO SOFT \ntext: THE DESCRIPTION STATES THAT IT IS GOOD FOR ALL TYPES OF HAIR.  THE BRISTLES ON THE BRUSHES THAT I RECEIVED WERE TOO SOFT FOR MY HAIR.  I WISH THE DESCRIPTION WOULD STATE IF THE BRISTLES WERE SOFT, MEDIUM, OR STIFF.', ""title: The quality of the brush is good, solid make \ntext: Its hard on the scalp, may be you get used to it after using it for 2-3 days. The quality of the brush is good, solid make. I don't know how people with too much hair/ soft hair will get benefitted.""]","One user expressed dissatisfaction with the product, stating that the bristles on the brushes were too soft for their hair, and suggested that the product description should specify the softness level of the bristles, such as soft, medium, or stiff [0]. Another user mentioned that the brush is hard on the scalp and questioned its effectiveness for people with soft hair, despite acknowledging the good quality and solid make of the brush [1].",6.0
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",23,"['title: not comfortable in my hand \ntext: I use it to brush my hair.The bristles are too soft.', 'title: Nice brush but very soft \ntext: Very well made brush, easy to hold, but the bristles are so soft.  I recommend this to anyone with fine hair or small child but not to anyone with thick or curly hair.  Unfortunately the bristles would bend upwards when brushing my hair.  This did nor allow the bristles to go through my hair.  But would be amazing for people who have tender head or fine hair.']","The product in question is noted for its softness, particularly in the bristles of the brush. Users have commented that the bristles are too soft, which affects its functionality for certain hair types. One user mentioned that the bristles are so soft that they bend upwards and do not effectively brush through thicker or curly hair, although they may be suitable for fine hair or for use on a small child due to their gentle nature [0][1].",8.0
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",24,"['title: not comfortable in my hand \ntext: I use it to brush my hair.The bristles are too soft.', 'title: My hair is so soft now \ntext: Works great. My hair is so soft. Great service. Ordered Saturday night and had it before noon on Monday.']","The product's bristles are described as too soft, which affects its comfort during use for brushing hair [0]. Additionally, the product is praised for making hair feel very soft, indicating its effectiveness in enhancing hair softness [1].",6.5
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",25,"['title: not comfortable in my hand \ntext: I use it to brush my hair.The bristles are too soft.', 'title: I enjoy the scalp stimulation \ntext: I wanted to replace the Boar Bristle Paddle Hair Brush that I had purchased a few years ago.  The new brush looks the same but the bristles are soft and not the same as supplied by Gran Naturals.  How can I get the &quot;stiffer&quot; version?  I enjoy the scalp stimulation.']","The comments highlight concerns about the softness of the bristles in a hairbrush. One user finds the bristles too soft for brushing hair, indicating discomfort in handling the product due to its softness [0]. Another user, who was looking to replace a previous hairbrush, notes that the new brush's bristles are softer than expected and not as stiff as a previous version, which affects the desired scalp stimulation [1].",6.75
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",26,"['title: not comfortable in my hand \ntext: I use it to brush my hair.The bristles are too soft.', 'title: Good brush for adults or kids \ntext: Good brush for adults or kids. Brush bristles are on the softener side.']","The product's bristles are described as being too soft, which affects its comfort during use for hair brushing [0]. Additionally, the brush is noted to have bristles on the softer side, making it suitable for both adults and kids [1].",6.75
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",27,"['title: not comfortable in my hand \ntext: I use it to brush my hair.The bristles are too soft.', ""title: The quality of the brush is good, solid make \ntext: Its hard on the scalp, may be you get used to it after using it for 2-3 days. The quality of the brush is good, solid make. I don't know how people with too much hair/ soft hair will get benefitted.""]","The product's bristles are described as too soft, which affects its comfort during use for brushing hair [0]. Another user mentions that the brush is hard on the scalp, raising concerns about its suitability for people with soft hair, despite acknowledging the brush's good quality and solid make [1].",6.0
Is the hair brush soft and gentle on hair,"['REDUCE FRIZZ: As you brush, oils from your hair are spread around to lubricate each hair strand', 'STIMULATES SCALP: Brushing your hair with boar bristles massages the scalp and stimulates blood flow', 'PREVENTS OIL BUILD-UP: Boar bristle brushes help to distribute oil from your roots to your ends.', 'NATURALLY CONDITIONS HAIR: The oil that is spread helps to repair dry hair and adds volume and shine.', 'LOVE IT OR YOUR MONEY BACK: Not 110% thrilled with your purchase? Let us know and we’ll make it right!']",34,"['title: Nice brush but very soft \ntext: Very well made brush, easy to hold, but the bristles are so soft.  I recommend this to anyone with fine hair or small child but not to anyone with thick or curly hair.  Unfortunately the bristles would bend upwards when brushing my hair.  This did nor allow the bristles to go through my hair.  But would be amazing for people who have tender head or fine hair.', 'title: My hair is so soft now \ntext: Works great. My hair is so soft. Great service. Ordered Saturday night and had it before noon on Monday.']","The first comment highlights the softness of the brush's bristles, noting that while it is well-made and easy to hold, the bristles are too soft for thick or curly hair as they bend upwards and do not penetrate the hair effectively. However, it is recommended for those with fine hair or a tender scalp due to its gentle nature [0]. The second comment is not related to the query as it focuses on the softness of the user's hair after using the product, rather than the product's softness itself [1].",8.0
