original_query,product_description,subset,comments,summary,avg_score
How’s the quality of this product,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",03,"['title: Great product and quality. \ntext: Everything about this curler is great compared to other high end ones. Make the purchase I recommend. Curls last a long time.', 'title: excellent product \ntext: this iron rocks, the curls stay over night and look great all day, cant find another iron like this one']","The product is highly praised for its quality, with users noting that it performs exceptionally well compared to other high-end options. The curls created by this curler are long-lasting, maintaining their shape overnight and throughout the day, which is a standout feature that users appreciate [0][1].",7.0
How’s the quality of this product,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",04,"['title: Great product and quality. \ntext: Everything about this curler is great compared to other high end ones. Make the purchase I recommend. Curls last a long time.', 'title: Five Stars \ntext: straight forward product. been using for a couple months and holding on strong!']","The product is highly praised for its quality, with users noting that it performs well compared to other high-end options. The curls created by the curler last a long time, indicating its effectiveness and durability [0]. Additionally, the product is described as straightforward and reliable, maintaining its performance over several months of use [1].",6.75
How’s the quality of this product,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",05,"['title: Great product and quality. \ntext: Everything about this curler is great compared to other high end ones. Make the purchase I recommend. Curls last a long time.', ""title: ABSALOUTLEY GREAT \ntext: This product came early (always a good sign) I did my hair and it came out BEAUTIFUL. I usually don't curl my hair but I'm so glad I did. I need to work on my technique but it's great. It's cheap and great :)""]","The product is praised for its quality, with users noting that it performs well compared to other high-end options and that curls created with it last a long time [0]. Additionally, the product is described as affordable and effective, with one user expressing satisfaction with the results despite being new to curling hair [1].",6.75
How’s the quality of this product,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",06,"['title: Great product and quality. \ntext: Everything about this curler is great compared to other high end ones. Make the purchase I recommend. Curls last a long time.', ""title: LOVE IT \ntext: I am current cosmetologist. and I am in love with all tigi products.and i decided to try this especially cause its cheaper than retail price.and the curls and waves i was achieving were amazing. i haven't had any issues with this.and i have received many compliments. and i have even recommended it to my clients.""]","The product is highly praised for its quality, with users noting that it performs well compared to other high-end options. The curls created with this curler last a long time, which adds to its appeal [0]. A cosmetologist expressed love for the product, highlighting its effectiveness in creating amazing curls and waves. The product is also appreciated for being more affordable than retail prices, and it has been recommended to clients due to its impressive performance [1].",7.75
How’s the quality of this product,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",07,"['title: Great product and quality. \ntext: Everything about this curler is great compared to other high end ones. Make the purchase I recommend. Curls last a long time.', 'title: Excellent \ntext: Curling iron worth the money! Excellent product, and Bedhead is worth the extra dollars! I would recommend this product to anyone that loves to curl their hair!']","The product is highly praised for its quality, with users noting that it performs well compared to other high-end options. The curls created by the curler last a long time, indicating its effectiveness and durability [0]. Additionally, the curling iron is considered worth the investment, with the brand Bedhead being highlighted as a reliable choice for those who enjoy curling their hair [1].",6.75
How’s the quality of this product,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",12,"['title: Four Stars \ntext: Very good product with affordable price. You have to wear the glove or you will burn yourself', 'title: Very good product \ntext: So quick and easy to use. Curls are beautiful and last all day, which surprised me as someone with fine/thin hair that everything loses hold after an hour']","The product is praised for its quality, being described as very good and affordable. Users appreciate its effectiveness, noting that it is quick and easy to use, producing beautiful curls that last all day, even for those with fine or thin hair. However, it is important to wear a glove while using it to avoid burns [0][1].",7.25
How’s the quality of this product,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",13,"['title: Four Stars \ntext: Very good product with affordable price. You have to wear the glove or you will burn yourself', 'title: excellent product \ntext: this iron rocks, the curls stay over night and look great all day, cant find another iron like this one']","The product is praised for its affordability and effectiveness, with a cautionary note to use gloves to avoid burns while using it [0]. Additionally, it is highlighted for its excellent performance in maintaining curls overnight and throughout the day, making it a standout choice among similar products [1].",6.25
How’s the quality of this product,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",14,"['title: Four Stars \ntext: Very good product with affordable price. You have to wear the glove or you will burn yourself', 'title: Five Stars \ntext: straight forward product. been using for a couple months and holding on strong!']","The product is praised for its quality, being described as very good and affordable. However, users are advised to wear gloves to avoid burns when using it [0]. Additionally, the product is noted for its durability, as it has been used for several months and continues to perform well [1].",6.0
How’s the quality of this product,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",15,"['title: Four Stars \ntext: Very good product with affordable price. You have to wear the glove or you will burn yourself', ""title: ABSALOUTLEY GREAT \ntext: This product came early (always a good sign) I did my hair and it came out BEAUTIFUL. I usually don't curl my hair but I'm so glad I did. I need to work on my technique but it's great. It's cheap and great :)""]","The product is praised for its quality and affordability, with a caution to use gloves to avoid burns while using it[0]. Additionally, it is noted for its effectiveness in styling hair, producing beautiful results, and being a cost-effective option[1].",6.0
How’s the quality of this product,"TOUSLED WAVES AND TEMPTING TEXTURE. Give your hair big and beautiful, wavy texture with the Bed Head Curve Check Tourmaline Ceramic Styling Iron. This easy-to-use wand will have you turning heads in tousled, touchable texture. The unique, bead-shaped barrel was designed for versatility to deliver different types of texture-- loose tousled curls AND waves. High Heat up to 400° F quickly locks in the curl with a clamp-free wrap-and-go design that leaves no creases behind and a natural-looking finish. Tourmaline Ceramic helps to reduce frizz and lock in shine for amazing body throughout. The Bed Head Curve Check Tourmaline Ceramic Styling Iron also comes with a Bonus Heat-protective Glove and a Tangle-Free Swivel Cord that make it easy to style with. Dual Voltage for worldwide use means you can take this baby with you anywhere you go. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. HOW IT WORKS: Wrap a 1"""" section of hair around the barrel leaving the ends out. For looser curls, wrap the hair around the balls of the barrel, or in-between for tighter curls. Clamp free wrap and go design",16,"['title: Four Stars \ntext: Very good product with affordable price. You have to wear the glove or you will burn yourself', ""title: LOVE IT \ntext: I am current cosmetologist. and I am in love with all tigi products.and i decided to try this especially cause its cheaper than retail price.and the curls and waves i was achieving were amazing. i haven't had any issues with this.and i have received many compliments. and i have even recommended it to my clients.""]","The product is praised for its quality and affordability, with a caution to use gloves to avoid burns during use [0]. A cosmetologist expresses strong satisfaction with the product, noting its effectiveness in creating curls and waves, and highlights its cost advantage compared to retail prices. The product has received positive feedback and recommendations to clients [1].",7.25
