file,source,role,bytes,sha256
data/appendix/assumption_check/distances/query_36_distance_matrix.npy,others/output/individual_matrices/query_36_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,71361a1fe925967c57c15d3db76bba15c24ceaafe3ca73aef772eb96f0f2c6ac
data/appendix/assumption_check/distances/query_37_distance_matrix.npy,others/output/individual_matrices/query_37_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,e4e93f4bb609d8f4c3fbdf6cdda8fe549f42c4ac0a369148f741be6e8e876ee7
data/appendix/assumption_check/distances/query_38_distance_matrix.npy,others/output/individual_matrices/query_38_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,1aba15a33f0c10b9e122ff2b3734b18ebc88993527e0772db0a64f2d595208be
data/appendix/assumption_check/distances/query_39_distance_matrix.npy,others/output/individual_matrices/query_39_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,4512a14195f2cb0bb3347201a85f90f677235f21cf8da62746b58fa33a788afe
data/appendix/assumption_check/distances/query_3_distance_matrix.npy,others/output/individual_matrices/query_3_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,73646c79cab6f18d034ba841d379b69fe2c4f984a378adf9fd7bcdc83a5c368e
data/appendix/assumption_check/distances/query_40_distance_matrix.npy,others/output/individual_matrices/query_40_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,5837a59c0ea92548c8692d15e1d369b83db23ee9834e9d210163d7b44b7927c5
data/appendix/assumption_check/distances/query_41_distance_matrix.npy,others/output/individual_matrices/query_41_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,f39edb4130d08fc8f5c48a985f3cb7d5f10816714bab456bdb7ccbdeed0d1825
data/appendix/assumption_check/distances/query_42_distance_matrix.npy,others/output/individual_matrices/query_42_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,5125ee23d0eb523a354a2413ce2fbce3a4a090e85beac24dd59e947be920d162
data/appendix/assumption_check/distances/query_43_distance_matrix.npy,others/output/individual_matrices/query_43_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,20993e46da95c0409f22c3e87c975eab59e67cb08c1be26e8a1251bd7d6babf0
data/appendix/assumption_check/distances/query_44_distance_matrix.npy,others/output/individual_matrices/query_44_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,023febcd38bfafe64d92e7383adc2852bb31c94dd12933cd922bd74d00e3ab3b
data/appendix/assumption_check/distances/query_45_distance_matrix.npy,others/output/individual_matrices/query_45_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,19999cccebadbc59e932a52a1948f8490e72a08296eefe6db7895569687a856b
data/appendix/assumption_check/distances/query_46_distance_matrix.npy,others/output/individual_matrices/query_46_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,6682f0addf2411927652f49e336fc828f0f5f95d744dc737eabff61dfc3a57d9
data/appendix/assumption_check/distances/query_47_distance_matrix.npy,others/output/individual_matrices/query_47_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,7aa6d4be8c544574c9b4a9656d381de9b3889439488f7ca46856f4b9fd251194
data/appendix/assumption_check/distances/query_4_distance_matrix.npy,others/output/individual_matrices/query_4_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,643fa07b13a4120919218c60d1a1be5254aace6e91b0c3d1f533b667c0c67715
data/appendix/assumption_check/distances/query_5_distance_matrix.npy,others/output/individual_matrices/query_5_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,f9eae61897817028f66e45b6f1ecb0989a4a0d0cf66a32a9ba9418afa1e0752c
data/appendix/assumption_check/distances/query_6_distance_matrix.npy,others/output/individual_matrices/query_6_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,f5e1154f3ce2ac5da8ffe04788772cb886003b4578fbca0a4680d794a1598046
data/appendix/assumption_check/distances/query_7_distance_matrix.npy,others/output/individual_matrices/query_7_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,31ea5b1c8f5570629945481fd362c8d9394fd662132daa1ed118393a5ed16458
data/appendix/assumption_check/distances/query_8_distance_matrix.npy,others/output/individual_matrices/query_8_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,db1b837152a855f5fc58ca611ccc248109ba1211ad45cd10af09a712d06ff80b
data/appendix/assumption_check/distances/query_9_distance_matrix.npy,others/output/individual_matrices/query_9_distance_matrix.npy,Small256-dimension model distances for assumption check only,640,7f46c7a7c9834aaa93f42527c1d5a6e4115aee7e7c4c94538a155b9418ec2553
data/appendix/coalition_games_10doc/results_10_Ecard_final.csv,code and data/shapley_dataset_10/results_10_Ecard_final.csv,"Original ten-document coalition scores, summaries and stored attribution",1137645,cd42f263f43aaaad88de97bf6c0d0b6678d91055a8d3a690c128d59344692189
data/appendix/coalition_games_10doc/results_10_ps5_final.csv,code and data/shapley_dataset_10/results_10_ps5_final.csv,"Original ten-document coalition scores, summaries and stored attribution",1631513,5f354624ce8e7c19e80077993d5594ba4e30830c24d1fd777831af3dc07b3ab4
data/appendix/retrieval_examples/df_relevant_top30.csv,others/temp_data/df_relevant_top30.csv,Saved retrieval inputs for two-product large-n example; not complete24-product raw corpus,343865,33f7c292046ca026bbc8a33e96169ba473df2030d7b77ae94f83e078648ec9a7
data/appendix/retrieval_examples/sampled_data_with_similarity.csv,others/temp_data/sampled_data_with_similarity.csv,Saved retrieval inputs for two-product large-n example; not complete24-product raw corpus,5799037,e8ab43a2d3fe53e9e58354e2f28621004f89f054c8b31af1bcff60be8eeddfcc
data/appendix/revision/scores/Multiplayer capability of the product_Super_Mario_3D.json,code and data/revision_experiments/exp22_scores/Multiplayer capability of the product_Super_Mario_3D.json,Summarizer robustness cache; final48 query-product filenames,6861,eef7208c886481f44720e6dadca0ac143b3559471764724c2ed93d613f366903
data/appendix/revision/scores/Stretchability of the product_headwrap.json,code and data/revision_experiments/exp22_scores/Stretchability of the product_headwrap.json,Summarizer robustness cache; final48 query-product filenames,6862,9a9fdda7b2499ea5bf10525826c2e7fa3ee78e6004918db7e7e25c58d8e095d4
data/appendix/revision/scores/beauty of the product_Crystal_Crowns.json,code and data/revision_experiments/exp22_scores/beauty of the product_Crystal_Crowns.json,Summarizer robustness cache; final48 query-product filenames,6854,a08569ef2cb00b984a89535f422154213f829a31bc31a017387bbc045e0f3cf7
data/appendix/revision/scores/cleanliness of the product_Facial_Wipe.json,code and data/revision_experiments/exp22_scores/cleanliness of the product_Facial_Wipe.json,Summarizer robustness cache; final48 query-product filenames,7027,90b3b9a560b4d068a1fc4f54f5c66e4e44333daa74a959fd680b0803cabc0dbb
data/appendix/revision/scores/comfort of the product_headbands.json,code and data/revision_experiments/exp22_scores/comfort of the product_headbands.json,Summarizer robustness cache; final48 query-product filenames,6869,3e8ac4295ef36d89db75875ea069fe7c5eb4a93126e99b609364d9f4619eb2ed
data/appendix/revision/scores/comfort of the product_headset.json,code and data/revision_experiments/exp22_scores/comfort of the product_headset.json,Summarizer robustness cache; final48 query-product filenames,7103,2cc9b9e5eb73f79d8f209f4ce1a51c3adafb883eb7687f8df9e92634ee7a5022
data/appendix/revision/scores/delivery speed of the product_gift_card.json,code and data/revision_experiments/exp22_scores/delivery speed of the product_gift_card.json,Summarizer robustness cache; final48 query-product filenames,6749,488f43ae55bf903dd1635fa0da88db331043c63977a020bf8d844d08ec214a1f
data/appendix/revision/scores/durability of the product_nail_polish.json,code and data/revision_experiments/exp22_scores/durability of the product_nail_polish.json,Summarizer robustness cache; final48 query-product filenames,6947,767fe64ba17d0c4863a479fa19452b3200e168f10244e6a5f4eadfdb759d79ae
data/appendix/revision/scores/effectiveness of the product_blemish_formula.json,code and data/revision_experiments/exp22_scores/effectiveness of the product_blemish_formula.json,Summarizer robustness cache; final48 query-product filenames,6864,451172c71031c8b9b0668598dc8833c4592c1a5ea8a044a7bfab0c36d7045fb6
data/appendix/revision/scores/effectiveness of the product_dental_tool.json,code and data/revision_experiments/exp22_scores/effectiveness of the product_dental_tool.json,Summarizer robustness cache; final48 query-product filenames,6814,c2af3acd305f103bb34873d73d1bf74a7fbe10f97cd93b24ad7855f15d34e828
data/appendix/revision/scores/effectiveness of the product_nail_aid .json,code and data/revision_experiments/exp22_scores/effectiveness of the product_nail_aid .json,Summarizer robustness cache; final48 query-product filenames,6959,40b38e2f78ae27a964dd5ed8e0f7eb5961fa6fc274f8e032f28ac2f309c10dd6
data/appendix/revision/scores/effectiveness of the product_tint_Kit.json,code and data/revision_experiments/exp22_scores/effectiveness of the product_tint_Kit.json,Summarizer robustness cache; final48 query-product filenames,7141,cf42bbff309faefff6c1b96f7a53c57536a75c4e6d15c4791c6dc0e7bc7d769a
data/appendix/revision/scores/graphics quality of the product_PS5.json,code and data/revision_experiments/exp22_scores/graphics quality of the product_PS5.json,Summarizer robustness cache; final48 query-product filenames,7003,75c6df22896fac0fab78e3d92eb137fea52ced30ed49593de8466cbd42c445de
data/appendix/revision/scores/healing property of the product_Gauge_Gear .json,code and data/revision_experiments/exp22_scores/healing property of the product_Gauge_Gear .json,Summarizer robustness cache; final48 query-product filenames,6933,8a54635de533237c12316d78542b1622c9b779263ca85d1345037079bb233f4c
data/appendix/revision/scores/noise level of the product_Tone_Cable.json,code and data/revision_experiments/exp22_scores/noise level of the product_Tone_Cable.json,Summarizer robustness cache; final48 query-product filenames,6941,39792f193a81584f571c03e04db884e12d3f4201ea2729eb8ddea2741f35caca
data/appendix/revision/scores/practice braiding with the product_mannequin.json,code and data/revision_experiments/exp22_scores/practice braiding with the product_mannequin.json,Summarizer robustness cache; final48 query-product filenames,6933,668eaacbbca40de8e5d6ffa1f0d68041c755b2f9c503edd895456387d7866893
data/appendix/revision/scores/quality of the product_Bath_Wash.json,code and data/revision_experiments/exp22_scores/quality of the product_Bath_Wash.json,Summarizer robustness cache; final48 query-product filenames,7133,34228cd8b87e5b01543affc53f9551053c4fff2211a7934ec788d25a80975f04
data/appendix/revision/scores/quality of the product_Crystal_Crowns.json,code and data/revision_experiments/exp22_scores/quality of the product_Crystal_Crowns.json,Summarizer robustness cache; final48 query-product filenames,6845,bd77304092cd0c9b8d679ea8099c676f67fbf1ae08656f835e34333928c9d469
data/appendix/revision/scores/quality of the product_Gauge_Gear .json,code and data/revision_experiments/exp22_scores/quality of the product_Gauge_Gear .json,Summarizer robustness cache; final48 query-product filenames,6759,ba6e6d2d44ef1553312a6bf4c078ec9b1fbe471227362c9d4687cbc58df9e453
data/appendix/revision/scores/quality of the product_Hair_Diffuser.json,code and data/revision_experiments/exp22_scores/quality of the product_Hair_Diffuser.json,Summarizer robustness cache; final48 query-product filenames,6987,62237bb55c3bdfb1cddf08dd6ce9996ffc8806be778bed58f1e3677e464740ed
data/appendix/revision/scores/quality of the product_Makeup_brushes.json,code and data/revision_experiments/exp22_scores/quality of the product_Makeup_brushes.json,Summarizer robustness cache; final48 query-product filenames,6865,d37a9c7977c555e7b4d5301bda70085d964dcd1650108fbc18c6b16d59d950f8
data/appendix/revision/scores/quality of the product_Massager_Scalp .json,code and data/revision_experiments/exp22_scores/quality of the product_Massager_Scalp .json,Summarizer robustness cache; final48 query-product filenames,6901,b38cdb85b8b88abd66cc9f094bb1a5a7346b5c07129212ed97443f3b15fe4ecd
data/appendix/revision/scores/quality of the product_Super_Mario_3D.json,code and data/revision_experiments/exp22_scores/quality of the product_Super_Mario_3D.json,Summarizer robustness cache; final48 query-product filenames,6789,a4b3d40412ce9777002fe485ba86ab70f78778668118098af261d69aed920e8e
data/appendix/revision/scores/quality of the product_Tone_Cable.json,code and data/revision_experiments/exp22_scores/quality of the product_Tone_Cable.json,Summarizer robustness cache; final48 query-product filenames,6743,171da06a55a3ce3b84a0501cb99f818ede0891a8494be623bb91e593ecc81675
data/appendix/revision/scores/quality of the product_blemish_formula.json,code and data/revision_experiments/exp22_scores/quality of the product_blemish_formula.json,Summarizer robustness cache; final48 query-product filenames,6780,83375eae45f477b4b7bae4198c990ae751db8d1a18fdd251ea366330aa551d1d
data/appendix/revision/scores/quality of the product_dental_tool.json,code and data/revision_experiments/exp22_scores/quality of the product_dental_tool.json,Summarizer robustness cache; final48 query-product filenames,7095,0765f03bca1dda1f47dd92b7f72e81e2cdf0fd576a992d00bd4397e8ea98b353
data/appendix/revision/scores/quality of the product_facial_wipes.json,code and data/revision_experiments/exp22_scores/quality of the product_facial_wipes.json,Summarizer robustness cache; final48 query-product filenames,6859,6245a9d8aedb14d1a58042b3be6f5cd82b7ceb4eb227e493219855673867cd99
data/appendix/revision/scores/quality of the product_hair_brush.json,code and data/revision_experiments/exp22_scores/quality of the product_hair_brush.json,Summarizer robustness cache; final48 query-product filenames,6903,ae648da91529f0af1d11c3a59c39a061be2ca7f44bcbda42ee14ebd28e1d2a20
data/appendix/revision/scores/quality of the product_hair_curler.json,code and data/revision_experiments/exp22_scores/quality of the product_hair_curler.json,Summarizer robustness cache; final48 query-product filenames,6932,daeae5e907e30daccede6ee3d3072e889da85f368ec0bd9a4fe0d38fe012e892
data/appendix/revision/scores/quality of the product_hair_styling_agent.json,code and data/revision_experiments/exp22_scores/quality of the product_hair_styling_agent.json,Summarizer robustness cache; final48 query-product filenames,6938,87d3c365d145358f264a3bc7cf0893be1201449ca50f09450db20b997735feca
data/appendix/revision/scores/quality of the product_headbands.json,code and data/revision_experiments/exp22_scores/quality of the product_headbands.json,Summarizer robustness cache; final48 query-product filenames,6744,9630210f51c6c7d19cafd2e64729adee3447f99a689c952242a4e2eb3f1444b2
data/appendix/revision/scores/quality of the product_headwrap.json,code and data/revision_experiments/exp22_scores/quality of the product_headwrap.json,Summarizer robustness cache; final48 query-product filenames,6906,276353e1a7e8c8f2b0305b2d66b8637d0c194a89a4df975f788d49eeea9799b0
data/appendix/revision/scores/quality of the product_mannequin.json,code and data/revision_experiments/exp22_scores/quality of the product_mannequin.json,Summarizer robustness cache; final48 query-product filenames,6808,633fc7bd3da8bd2840bfc44c9bc7159ac131ad6587a064e9e4e2fee165c847fd
data/appendix/revision/scores/quality of the product_nail_aid .json,code and data/revision_experiments/exp22_scores/quality of the product_nail_aid .json,Summarizer robustness cache; final48 query-product filenames,7001,6a6f0d35407900ee4ea434d3695fea660b87cb068257b9aae9588dc1d6535926
data/appendix/revision/scores/quality of the product_nail_polish.json,code and data/revision_experiments/exp22_scores/quality of the product_nail_polish.json,Summarizer robustness cache; final48 query-product filenames,6910,98df9ec644a83a91f44d1fda0a8126ef807e33b3c28aef76fe2edd2ee2aa60c2
data/appendix/revision/scores/quality of the product_tint_Kit.json,code and data/revision_experiments/exp22_scores/quality of the product_tint_Kit.json,Summarizer robustness cache; final48 query-product filenames,6893,9d95a5d243a86b592eb1699408123742d3075ce21a95153a68919e03a7186496
data/appendix/revision/scores/size of the product_Massager_Scalp .json,code and data/revision_experiments/exp22_scores/size of the product_Massager_Scalp .json,Summarizer robustness cache; final48 query-product filenames,6734,68ae7d7d5409fb6c12edd6e39bd8a339dc961f1aeda6bbe007b32c803738aa9f
data/appendix/revision/scores/skin softness of the product_Bath_Wash.json,code and data/revision_experiments/exp22_scores/skin softness of the product_Bath_Wash.json,Summarizer robustness cache; final48 query-product filenames,6987,33c132d938c1ffb62e73046c2d645bfc72fdfc1eb8ed9417808bcb8cbfcbb800
data/appendix/revision/scores/smell of the product_Makeup_brushes.json,code and data/revision_experiments/exp22_scores/smell of the product_Makeup_brushes.json,Summarizer robustness cache; final48 query-product filenames,6887,a9171d641420af63c5fa28f39b12b9aaedc8f96dc5a3ca9b49127fcfb382bdb5
data/appendix/revision/scores/softness of the product_hair_brush.json,code and data/revision_experiments/exp22_scores/softness of the product_hair_brush.json,Summarizer robustness cache; final48 query-product filenames,7016,33e6571f7744a5ca9911d342d88d0507aa59f9a0976a9916c04f0fee8efa12f4
data/appendix/revision/scores/speed of the product_hair_curler.json,code and data/revision_experiments/exp22_scores/speed of the product_hair_curler.json,Summarizer robustness cache; final48 query-product filenames,6894,0c547ec3ee2199d7e905210ea0ffc910152e5981bed0e6ee96d6864baa9b27bc
data/appendix/revision/scores/texture of the product_hair_styling_agent.json,code and data/revision_experiments/exp22_scores/texture of the product_hair_styling_agent.json,Summarizer robustness cache; final48 query-product filenames,6881,073d7ced90cc106bb4dc0ea91b3bb177a41a9099196934c27ce7dda876d6771c
data/appendix/revision/scores/the product sucks_gift_card.json,code and data/revision_experiments/exp22_scores/the product sucks_gift_card.json,Summarizer robustness cache; final48 query-product filenames,6965,3c094a4c51fe35238f27312078cc9db318f93d2bc1e6bc838677d8fc8c75d1cc
data/appendix/revision/scores/the quality of the product_PS5.json,code and data/revision_experiments/exp22_scores/the quality of the product_PS5.json,Summarizer robustness cache; final48 query-product filenames,6789,ac3285607efc6dbf25b7fd03ff41f73d2e1f6eafc543bcc0bb30fc0d8f14c77c
data/appendix/revision/scores/the quality of the product_headset.json,code and data/revision_experiments/exp22_scores/the quality of the product_headset.json,Summarizer robustness cache; final48 query-product filenames,6890,d47368cb9405251046f7218aa119bae24afa01a3a2533baaca43f304b69ada45
data/appendix/revision/scores/the quality of the product_switch.json,code and data/revision_experiments/exp22_scores/the quality of the product_switch.json,Summarizer robustness cache; final48 query-product filenames,7141,2c96b5c33e739f130033d1e18b754dde15e3c74970499d1e451ee4b0c83f7a24
data/appendix/revision/scores/travelability of the product_Hair_Diffuser.json,code and data/revision_experiments/exp22_scores/travelability of the product_Hair_Diffuser.json,Summarizer robustness cache; final48 query-product filenames,7037,9d23a01e24846acd007f9cda15dc2b5049d0db71f7a22a896f6bdaec0e15b1a8
data/appendix/revision/scores/unresponsiveness of the product_switch.json,code and data/revision_experiments/exp22_scores/unresponsiveness of the product_switch.json,Summarizer robustness cache; final48 query-product filenames,6752,3daf1ba3fbb2d31c9d1ea9f1f67b3fd2a0fed8256b6b248b14c21e56506646c0
data/appendix/revision/summaries/Multiplayer capability of the product_Super_Mario_3D.json,code and data/revision_experiments/exp22_summaries/Multiplayer capability of the product_Super_Mario_3D.json,Summarizer robustness cache; final48 query-product filenames,128625,6e88c9dadae2d2c8ad51d7bb7f66b67b26c25d896245c2f06d2e66ba2fe616fb
data/appendix/revision/summaries/Stretchability of the product_headwrap.json,code and data/revision_experiments/exp22_summaries/Stretchability of the product_headwrap.json,Summarizer robustness cache; final48 query-product filenames,125804,0643969259fe0c86b52828565a821762edbd55bc76129bcb076a2fd36e5c33fe
data/appendix/revision/summaries/beauty of the product_Crystal_Crowns.json,code and data/revision_experiments/exp22_summaries/beauty of the product_Crystal_Crowns.json,Summarizer robustness cache; final48 query-product filenames,122890,5c177e3676e78965b9d0bbe97b16e6ce533718e8aad490707fee832dee5f5ccd
data/appendix/revision/summaries/cleanliness of the product_Facial_Wipe.json,code and data/revision_experiments/exp22_summaries/cleanliness of the product_Facial_Wipe.json,Summarizer robustness cache; final48 query-product filenames,124155,588abf2cd4c4ba08e9a02cd1aea1dab93035af48918572f8a6ba6403ce32e833
data/appendix/revision/summaries/comfort of the product_headbands.json,code and data/revision_experiments/exp22_summaries/comfort of the product_headbands.json,Summarizer robustness cache; final48 query-product filenames,122858,087c383e1d1e13b0be0cde70be80c27926837e586a7a23384d20fba82e5e32a3
data/appendix/revision/summaries/comfort of the product_headset.json,code and data/revision_experiments/exp22_summaries/comfort of the product_headset.json,Summarizer robustness cache; final48 query-product filenames,124649,7822ecdf2256a3e08355f96cd97ec5a473671b3ea134554f0499a5532e81588d
data/appendix/revision/summaries/delivery speed of the product_gift_card.json,code and data/revision_experiments/exp22_summaries/delivery speed of the product_gift_card.json,Summarizer robustness cache; final48 query-product filenames,119615,f438007cf26db6f1410d71ed289bd765ef7bcaa32a808f9e3857890c39d04604
data/appendix/revision/summaries/durability of the product_nail_polish.json,code and data/revision_experiments/exp22_summaries/durability of the product_nail_polish.json,Summarizer robustness cache; final48 query-product filenames,169106,68e4fc726eae87628dba4ece9706846d23465ba485e206d22f6fe4559fbe92d0
data/appendix/revision/summaries/effectiveness of the product_blemish_formula.json,code and data/revision_experiments/exp22_summaries/effectiveness of the product_blemish_formula.json,Summarizer robustness cache; final48 query-product filenames,197543,14116bc5b3d20498aa3342486e92472d265505f4f00acdf374a921508185e98c
data/appendix/revision/summaries/effectiveness of the product_dental_tool.json,code and data/revision_experiments/exp22_summaries/effectiveness of the product_dental_tool.json,Summarizer robustness cache; final48 query-product filenames,153898,f5f1fdf8b0173dfda22e2d6d14ee922ace3aa4b29b1e7b4c1e1f5c484ceeb492
data/appendix/revision/summaries/effectiveness of the product_nail_aid .json,code and data/revision_experiments/exp22_summaries/effectiveness of the product_nail_aid .json,Summarizer robustness cache; final48 query-product filenames,173077,b2f8e9e4907eb5fcbf75fe71ddd1bf415aa6cbb0dd919112d5c726076a5132ac
data/appendix/revision/summaries/effectiveness of the product_tint_Kit.json,code and data/revision_experiments/exp22_summaries/effectiveness of the product_tint_Kit.json,Summarizer robustness cache; final48 query-product filenames,176848,50d8424f12321e9cf25d5094e4aff9884835c20fc537121f61707d1375675536
data/appendix/revision/summaries/graphics quality of the product_PS5.json,code and data/revision_experiments/exp22_summaries/graphics quality of the product_PS5.json,Summarizer robustness cache; final48 query-product filenames,109133,5b4ac4101c0d441d06a9b86cb7dd5610e6e4153ca1902bb0188f43067502090e
